Code,Field,Value,Signals,Reasons
gnd:1226893872,Name,Hösbachite,1,umlaut/ß
gnd:4187665-9,Name,Vereisung,1,suffix_patterns
gnd:4187665-9,Related Subjects,Eisbildung,1,suffix_patterns
gnd:4754149-0,Related Subjects,Einstrahlung,1,suffix_patterns
gnd:1283953617,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4350496-6,Related Subjects,Außerirdisches Leben,1,umlaut/ß
gnd:4484261-2,Related Subjects,Satellitenfernerkundung,1,suffix_patterns
gnd:4546130-2,Related Subjects,Sonnenstrahlung,1,suffix_patterns
gnd:4754601-3,Related Subjects,Weltraumforschung,1,suffix_patterns
gnd:7562812-0,Related Subjects,Krummflächensonnenuhr,1,umlaut/ß
gnd:7563586-0,Related Subjects,Hohlflächensonnenuhr,1,umlaut/ß
gnd:7563592-6,Related Subjects,Krummflächensonnenuhr,1,umlaut/ß
gnd:7585800-9,Related Subjects,Zeiteinheit,1,suffix_patterns
gnd:1167809653,Related Subjects,Strahlung,1,suffix_patterns
gnd:1188905376,Related Subjects,Zeiteinheit,1,suffix_patterns
gnd:1295941082,Related Subjects,Entfernung,1,suffix_patterns
gnd:4169128-3,Name,Die mechanics,1,common_words:die
gnd:4736241-8,Related Subjects,Phasenumwandlung,1,suffix_patterns
gnd:4793582-0,Related Subjects,Phasenumwandlung,1,suffix_patterns
gnd:1065200838,Related Subjects,Maßeinheit,2,umlaut/ß;suffix_patterns
gnd:1141807319,Related Subjects,Allgemeine Relativitätstheorie,1,umlaut/ß
gnd:1141813335,Related Subjects,Allgemeine Relativitätstheorie,1,umlaut/ß
gnd:1188899937,Name,Zeiteinheit,1,suffix_patterns
gnd:1283360438,Definition,"In mathematical physics, Lieb-Thirring inequalities give an upper bound on the sums of powers of negative eigenvalues of a Schrödinger operator.",2,umlaut/ß;common_words:an
gnd:1294234048,Related Subjects,Maßeinheit,2,umlaut/ß;suffix_patterns
gnd:4117265-6,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:4161448-3,Related Subjects,Impulserhaltung,1,suffix_patterns
gnd:4338480-8,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:4521540-6,Related Subjects,Wechselwirkung,1,suffix_patterns
gnd:4584277-2,Related Subjects,Geschwindigkeit,1,suffix_patterns
gnd:4637631-8,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:7518052-2,Related Subjects,Hohlmaß,1,umlaut/ß
gnd:7847731-1,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:4183540-2,Related Subjects,Strahlung,1,suffix_patterns
gnd:4183696-0,Related Subjects,Strahlung,1,suffix_patterns
gnd:4188499-1,Related Subjects,Magnetische Doppelbrechung,1,suffix_patterns
gnd:4230288-2,Related Subjects,Elektromagnetische Strahlung,1,suffix_patterns
gnd:4251510-5,Name,Magnetische Doppelbrechung,1,suffix_patterns
gnd:4264342-9,Related Subjects,Strahlung,1,suffix_patterns
gnd:4301956-0,Alternate Name,Quenchen,1,suffix_patterns
gnd:4438206-6,Definition,Für die Farbe,2,"umlaut/ß;common_words:die,für"
gnd:4502751-1,Definition,Für die Farbe,2,"umlaut/ß;common_words:die,für"
gnd:4513725-0,Related Subjects,Strahlung,1,suffix_patterns
gnd:4584261-9,Definition,Für die Farbe,2,"umlaut/ß;common_words:die,für"
gnd:4692726-8,Definition,Für die Farbe,2,"umlaut/ß;common_words:die,für"
gnd:4792344-1,Alternate Name,CALOS,1,suffix_patterns
gnd:4997366-6,Related Subjects,Messung,1,suffix_patterns
gnd:1143710266,Related Subjects,Festkörperphysik,1,umlaut/ß
gnd:1238249248,Related Subjects,Strahlung,1,suffix_patterns
gnd:123840068X,Related Subjects,Kosmische Hintergrundstrahlung,1,suffix_patterns
gnd:4114167-2,Related Subjects,Streuung,1,suffix_patterns
gnd:4126328-5,Related Subjects,Elektromagnetische Strahlung,1,suffix_patterns
gnd:4128329-6,Related Subjects,Teilchenbewegung,1,suffix_patterns
gnd:4161634-0,Related Subjects,Neutronenstreuung,1,suffix_patterns
gnd:4170382-0,Related Subjects,Streuung,1,suffix_patterns
gnd:4170954-8,Alternate Name,Müonium,1,umlaut/ß
gnd:4171630-9,Related Subjects,Neutronenstreuung,1,suffix_patterns
gnd:4176813-9,Related Subjects,Ionisierende Strahlung,1,suffix_patterns
gnd:4237135-1,Related Subjects,Streuung,1,suffix_patterns
gnd:4240569-5,Related Subjects,Charm-Teilchen,1,suffix_patterns
gnd:4244850-5,Related Subjects,Streuung,1,suffix_patterns
gnd:4264356-9,Related Subjects,Elementarteilchen,1,suffix_patterns
gnd:4275322-3,Related Subjects,Elementarteilchen,1,suffix_patterns
gnd:4275323-5,Related Subjects,Elementarteilchen,1,suffix_patterns
gnd:4275324-7,Related Subjects,Elementarteilchen,1,suffix_patterns
gnd:4297139-1,Related Subjects,Elementarteilchen,1,suffix_patterns
gnd:4332427-7,Related Subjects,Streuung,1,suffix_patterns
gnd:4333398-9,Related Subjects,Elementarteilchen,1,suffix_patterns
gnd:4348942-4,Definition,Particle detector at COSY in Jülich,2,umlaut/ß;suffix_patterns
gnd:4377696-6,Related Subjects,Elementarteilchen,1,suffix_patterns
gnd:4384567-8,Related Subjects,Atomstreuung,1,suffix_patterns
gnd:4504521-5,Related Subjects,Supersymmetrisches Teilchen,1,suffix_patterns
gnd:4504523-9,Related Subjects,Supersymmetrisches Teilchen,1,suffix_patterns
gnd:4591573-8,Related Subjects,Supersymmetrisches Teilchen,1,suffix_patterns
gnd:4680408-0,Name,Teilchenstrahlung,1,suffix_patterns
gnd:4680408-0,Related Subjects,Strahlung,1,suffix_patterns
gnd:4755513-0,Related Subjects,Radioaktivität,1,umlaut/ß
gnd:7566112-3,Related Subjects,Supersymmetrisches Teilchen,1,suffix_patterns
gnd:1033902497,Related Subjects,Kosmische Strahlung,1,suffix_patterns
gnd:1072701812,Related Subjects,Isotopentrennung,1,suffix_patterns
gnd:1167883853,Related Subjects,"Kopplung,Physik",1,suffix_patterns
gnd:1167883853,Related Subjects,Starke Kopplung,1,suffix_patterns
gnd:1295806541,Related Subjects,Elektromagnetische Strahlung,1,suffix_patterns
gnd:1315948079,Related Subjects,Maßeinheit,2,umlaut/ß;suffix_patterns
gnd:1315948079,Related Subjects,Radioaktivität,1,umlaut/ß
gnd:4046249-3,Related Subjects,Gasentladung,1,suffix_patterns
gnd:4059317-4,Name,Teilchen,1,suffix_patterns
gnd:4184107-4,Related Subjects,Superstrahlung,1,suffix_patterns
gnd:4200190-0,Related Subjects,Supraleitung,1,suffix_patterns
gnd:4245196-6,Name,Grüneisen parameters,1,umlaut/ß
gnd:4245196-6,Related Subjects,Festkörperphysik,1,umlaut/ß
gnd:4246941-7,Related Subjects,Teilchen,1,suffix_patterns
gnd:4250211-1,Related Subjects,Bandstrukturberechnung,1,suffix_patterns
gnd:4252856-2,Related Subjects,Strukturverfeinerung,1,suffix_patterns
gnd:4264345-4,Related Subjects,Festkörper,1,umlaut/ß
gnd:4283989-0,Related Subjects,Austauschkopplung,1,suffix_patterns
gnd:4290571-0,Name,Deltadotierung,1,suffix_patterns
gnd:4296821-5,Related Subjects,Störstelle,1,umlaut/ß
gnd:4312237-1,Name,Bremsstrahlung isochromat spectroscopy,1,suffix_patterns
gnd:4338133-9,Related Subjects,Strömung,2,umlaut/ß;suffix_patterns
gnd:4351369-4,Related Subjects,Strukturverfeinerung,1,suffix_patterns
gnd:4405197-9,Related Subjects,Phasenumwandlung,1,suffix_patterns
gnd:4587112-7,Related Subjects,Festkörper,1,umlaut/ß
gnd:4827418-5,Related Subjects,Festkörperphysik,1,umlaut/ß
gnd:1119459435,Related Subjects,Supraleitung,1,suffix_patterns
gnd:1121309798,Related Subjects,Dünne Schicht,1,umlaut/ß
gnd:1147608121,Related Subjects,Festkörperphysik,1,umlaut/ß
gnd:119997448X,Related Subjects,Dünne Schicht,1,umlaut/ß
gnd:1249869293,Related Subjects,Dünne Schicht,1,umlaut/ß
gnd:1297774477,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:7635895-1,Related Subjects,Jubiläum,1,umlaut/ß
gnd:4297539-6,Name,Van der Waals cluster,1,common_words:der
gnd:4297539-6,Related Subjects,Van der Waals force,1,common_words:der
gnd:4299539-5,Name,Modifizierung,1,suffix_patterns
gnd:4307782-1,Name,Regioselektivität,1,umlaut/ß
gnd:4344825-2,Related Subjects,Übergangsmetall,1,umlaut/ß
gnd:4346688-6,Related Subjects,Übergangsmetall,1,umlaut/ß
gnd:4370341-0,Related Subjects,Übergangsmetall,1,umlaut/ß
gnd:4442793-1,Name,Supramolekül,1,umlaut/ß
gnd:4442793-1,Related Subjects,Molekülverbindungen,1,umlaut/ß
gnd:4520450-0,Related Subjects,Übergangsmetall,1,umlaut/ß
gnd:1104872358,Related Subjects,Veraschen,1,suffix_patterns
gnd:4154855-3,Name,Fluorochromierung,1,suffix_patterns
gnd:4164744-0,Name,Komarowsky von Fellenberg reaction,1,common_words:von
gnd:4171466-0,Related Subjects,Lichtstreuung,1,suffix_patterns
gnd:4377745-4,Related Subjects,Gammastrahlung,1,suffix_patterns
gnd:4541532-8,Definition,"Family of small extracellular proteins that have an 8-stranded ß-barrel as a common supersecondary structure, with the help of which they can bind and transport small hydrophobic molecules",2,umlaut/ß;common_words:an
gnd:4312765-4,Related Subjects,Übergangsmetall,1,umlaut/ß
gnd:7527678-1,Alternate Name,Calcium bis(metaphosphate),1,common_words:bis
gnd:7840032-6,Alternate Name,Sodium zirconium hydrogen bis(phosphate),1,common_words:bis
gnd:7840032-6,Alternate Name,Sodium zirconium hydrogen bis(phosphate),1,common_words:bis
gnd:4413727-8,Related Subjects,Fünfringheterocyclen,1,umlaut/ß
gnd:4417452-4,Related Subjects,Fünfringheterocyclen,1,umlaut/ß
gnd:4466941-0,Related Subjects,Fünfringheterocyclen,1,umlaut/ß
gnd:4507919-5,Alternate Name,"Bisdimethylaminophenothiazinylium chloride,3,7-bis(dimethylamino)-phenothiazinylium chloride",1,common_words:bis
gnd:4538734-5,Related Subjects,Fünfringheterocyclen,1,umlaut/ß
gnd:4584002-7,Related Subjects,Molekül,1,umlaut/ß
gnd:4624585-6,Related Subjects,Fünfringheterocyclen,1,umlaut/ß
gnd:4703072-0,Related Subjects,Sekundärmetabolit,1,umlaut/ß
gnd:4730126-0,Related Subjects,Glykosylierung,1,suffix_patterns
gnd:4766127-6,Related Subjects,Umlagerung,1,suffix_patterns
gnd:4796100-4,Related Subjects,Supramolekül,1,umlaut/ß
gnd:4830543-1,Related Subjects,Sekundärmetabolit,1,umlaut/ß
gnd:1095142119,Related Subjects,Sekundärmetabolit,1,umlaut/ß
gnd:4225737-2,Related Subjects,Ökologie,1,umlaut/ß
gnd:4225737-2,Related Subjects,Ökosystem,1,umlaut/ß
gnd:4300396-5,Related Subjects,Ökosystem,1,umlaut/ß
gnd:4338492-4,Related Subjects,Ökologie,1,umlaut/ß
gnd:4410319-0,Related Subjects,Ökologie,1,umlaut/ß
gnd:4411632-9,Related Subjects,Ökologie,1,umlaut/ß
gnd:4411632-9,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4638558-7,Related Subjects,Ökologie,1,umlaut/ß
gnd:4640454-5,Definition,Begriff der biologischen Systematik,2,common_words:der;suffix_patterns
gnd:4640456-9,Definition,Begriff der biologischen Systematik,2,common_words:der;suffix_patterns
gnd:4647880-2,Definition,Begriff der biologischen Systematik,2,common_words:der;suffix_patterns
gnd:7748332-7,Related Subjects,Biodiversität,1,umlaut/ß
gnd:4139674-1,Name,Geschlechtsbestimmung,1,suffix_patterns
gnd:4139674-1,Related Subjects,Geschlechtsdifferenzierung,1,suffix_patterns
gnd:4280843-1,Name,Bastardierung,1,suffix_patterns
gnd:4628922-7,Related Subjects,Sicherheit,1,suffix_patterns
gnd:4160848-3,Related Subjects,Gentechnisch veränderter Organismus,2,umlaut/ß;suffix_patterns
gnd:4192480-0,Name,Klonierung,1,suffix_patterns
gnd:4192480-0,Related Subjects,Genklonierung,1,suffix_patterns
gnd:4250249-4,Related Subjects,Genklonierung,1,suffix_patterns
gnd:4300564-0,Name,Sekundärmetabolit,1,umlaut/ß
gnd:4377227-4,Related Subjects,Gentechnisch veränderter Organismus,2,umlaut/ß;suffix_patterns
gnd:4544227-7,Related Subjects,Genkartierung,1,suffix_patterns
gnd:4623644-2,Related Subjects,Genklonierung,1,suffix_patterns
gnd:4681779-7,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4707938-1,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4737520-6,Related Subjects,Aminosäuren,1,umlaut/ß
gnd:4754843-5,Name,RNS-abhängige-RNS-Polymerasen,1,umlaut/ß
gnd:4754843-5,Alternate Name,RNA-abhängige-RNA-Polymerasen,1,umlaut/ß
gnd:7500019-2,Related Subjects,Zelldifferenzierung,1,suffix_patterns
gnd:7673936-3,Alternate Name,Desmoglein 1,1,suffix_patterns
gnd:7673936-3,Alternate Name,Desmoglein 2,1,suffix_patterns
gnd:7673936-3,Alternate Name,Desmoglein 3,1,suffix_patterns
gnd:7758507-0,Related Subjects,Zell-Adhäsionsmolekül,1,umlaut/ß
gnd:1023721031,Alternate Name,Synuclein,1,suffix_patterns
gnd:1043111840,Related Subjects,Genklonierung,1,suffix_patterns
gnd:1116100770,Related Subjects,Geninaktivierung,1,suffix_patterns
gnd:1156563224,Name,Synuclein alpha-,1,suffix_patterns
gnd:1156563224,Alternate Name,"Synuclein,α-",1,suffix_patterns
gnd:1156563224,Alternate Name,α-Synuclein,1,suffix_patterns
gnd:1156563224,Alternate Name,"Synuclein,alpha-",1,suffix_patterns
gnd:1156563224,Alternate Name,Alpha-synuclein,1,suffix_patterns
gnd:1156563224,Alternate Name,Alpha-synuclein,1,suffix_patterns
gnd:4475389-5,Related Subjects,Fälbling,1,umlaut/ß
gnd:4513712-2,Definition,Art des Gießkannenschimmels,2,umlaut/ß;common_words:des
gnd:4536745-0,Related Subjects,Essigsäurebakterien,1,umlaut/ß
gnd:4642159-2,Related Subjects,Essigsäurebakterien,1,umlaut/ß
gnd:4660871-0,Related Subjects,Essigsäurebakterien,1,umlaut/ß
gnd:7715203-7,Definition,"Microsporidium, first described by Wieser in Zeitschrift für angewandte Entomologie 40 (1957)",2,umlaut/ß;common_words:für
gnd:7849424-2,Name,Torulaspora delbrückii,1,umlaut/ß
gnd:4160839-2,Related Subjects,"Hybridisierung,Biologie",1,suffix_patterns
gnd:4181772-2,Related Subjects,"Hybridisierung,Biologie",1,suffix_patterns
gnd:4200230-8,Definition,"On the one hand, genetic analysis is an important medical term (Pschyrembel: Detection of a gene mutation for the differential diagnosis of hereditary diseases and as a basis for genetic counselling) and, on the other hand, the detection of the genes or alleles involved in the phenotype of an organism, including their organization in the genome (Reallex. Med. from 1977). According to Römpp (10th ed.), genome analysis is understood as the sequencing of all base pairs of the genome (content of the genome projects) as well as the connection between sequence and trait, the latter corresponding to gene analysis.",2,umlaut/ß;common_words:an
gnd:4599861-9,Related Subjects,Genklonierung,1,suffix_patterns
gnd:4128419-7,Name,Renormierung,1,suffix_patterns
gnd:4128419-7,Related Subjects,Regularisierung,1,suffix_patterns
gnd:4128509-8,Related Subjects,Mannigfaltigkeit,1,suffix_patterns
gnd:4129061-6,Related Subjects,Gleichung,1,suffix_patterns
gnd:4132775-5,Related Subjects,Oberfläche,1,umlaut/ß
gnd:4187511-4,Definition,verknüpfe mit Anwendungsgebiet,2,"umlaut/ß;common_words:mit,verknüpfe"
gnd:4189965-9,Alternate Name,Tripartite division of an angle,1,common_words:an
gnd:4197103-6,Related Subjects,Mannigfaltigkeit,1,suffix_patterns
gnd:4214218-0,Definition,Verknüpfe mit Anwendungsgebiet,2,"umlaut/ß;common_words:mit,verknüpfe"
gnd:4218833-7,Definition,Verknüpfe mit Anwendungsgebiet,2,"umlaut/ß;common_words:mit,verknüpfe"
gnd:4221395-2,Related Subjects,Differentialgleichung,1,suffix_patterns
gnd:4235959-4,Definition,Verknüpfe mit Anwendungsgebiet,2,"umlaut/ß;common_words:mit,verknüpfe"
gnd:4245402-5,Definition,Verknüpfe mit Anwendungsgebiet,2,"umlaut/ß;common_words:mit,verknüpfe"
gnd:4254836-6,Definition,Verknüpfe mit Anwendungsgebiet,2,"umlaut/ß;common_words:mit,verknüpfe"
gnd:4316262-9,Name,Verallgemeinerung,1,suffix_patterns
gnd:4316262-9,Related Subjects,Generalisierung,1,suffix_patterns
gnd:4348101-2,Related Subjects,Matrizenzerlegung,1,suffix_patterns
gnd:4373222-7,Related Subjects,Konstruktion mit Zirkel und Lineal,1,"common_words:mit,und"
gnd:4384570-8,Related Subjects,Integralgleichung,1,suffix_patterns
gnd:4417872-4,Related Subjects,Gleichung,1,suffix_patterns
gnd:4479720-5,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4489499-5,Related Subjects,"Lösung,Mathematik",2,umlaut/ß;suffix_patterns
gnd:4509547-4,Related Subjects,Ungleichung,1,suffix_patterns
gnd:4512132-1,Related Subjects,Mannigfaltigkeit,1,suffix_patterns
gnd:4553106-7,Related Subjects,Regularisierung,1,suffix_patterns
gnd:4577038-4,Alternate Name,"DEM,Mathematics",1,common_words:dem
gnd:4606081-9,Related Subjects,Partielle Differentialgleichung,1,suffix_patterns
gnd:4610538-4,Related Subjects,Integrodifferentialgleichung,1,suffix_patterns
gnd:4623359-3,Related Subjects,"Abbildung,Mathematik",1,suffix_patterns
gnd:4625840-1,Name,Kähler Differents,1,umlaut/ß
gnd:4640695-5,Related Subjects,"Varietät,Mathematik",1,umlaut/ß
gnd:4655372-1,Related Subjects,"Lösung,Mathematik",2,umlaut/ß;suffix_patterns
gnd:4680565-5,Related Subjects,Partielle Differentialgleichung,1,suffix_patterns
gnd:4700698-5,Related Subjects,Differentialgleichung,1,suffix_patterns
gnd:4705983-7,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:4724474-4,Related Subjects,Integralgleichung,1,suffix_patterns
gnd:4742675-5,Related Subjects,Integrodifferentialgleichung,1,suffix_patterns
gnd:4769579-1,Name,Hölder room,1,umlaut/ß
gnd:4769579-1,Definition,Banach space of bounded continuous functions defined on an n-dimensional Euclidean space and satisfying the Hölder condition,2,umlaut/ß;common_words:an
gnd:4772570-9,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:4776197-0,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4781704-5,Alternate Name,Fuzzy-ODER,1,common_words:oder
gnd:4781712-4,Alternate Name,Fuzzy-UND,1,common_words:und
gnd:4792645-4,Name,Konstruktion mit Zirkel und Lineal,1,"common_words:mit,und"
gnd:4794529-1,Related Subjects,"Abbildung,Mathematik",1,suffix_patterns
gnd:4810455-3,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:4844614-2,Alternate Name,Möbius minimum area,1,umlaut/ß
gnd:7519293-7,Name,Schrödinger-Poisson system,1,umlaut/ß
gnd:7519293-7,Related Subjects,System von partiellen Differentialgleichungen,1,common_words:von
gnd:7531847-7,Related Subjects,Evolutionsgleichung,1,suffix_patterns
gnd:103259148X,Name,Pólya-Szegö principle,1,umlaut/ß
gnd:103259148X,Alternate Name,Pólya-Szegö inequality,1,umlaut/ß
gnd:103259148X,Alternate Name,Szegö inequality,1,umlaut/ß
gnd:1050252888,Related Subjects,"Preis,Auszeichnung",1,suffix_patterns
gnd:107532663X,Related Subjects,Gleichung,1,suffix_patterns
gnd:1133022987,Name,Müller matrix,1,umlaut/ß
gnd:1133022987,Definition,The concept of the Müller matrix allows the transformation of Stokes vectors. Stokes vectors describe the polarization of an electromagnetic wave.,2,umlaut/ß;common_words:an
gnd:1155250982,Related Subjects,Gewöhnliche Differentialgleichung,2,umlaut/ß;suffix_patterns
gnd:1173283889,Related Subjects,Euler-Lagrange-Gleichung,1,suffix_patterns
gnd:1173283889,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:1192528891,Related Subjects,Variationsrechnung,1,suffix_patterns
gnd:1199368385,Related Subjects,Mannigfaltigkeit,1,suffix_patterns
gnd:127956587X,Related Subjects,Mannigfaltigkeit,1,suffix_patterns
gnd:1282229745,Related Subjects,Numerische Strömungssimulation,1,umlaut/ß
gnd:1287180175,Related Subjects,Ungleichung,1,suffix_patterns
gnd:1294256157,Related Subjects,Differentialgleichung,1,suffix_patterns
gnd:1295962160,Related Subjects,Von Neumann algebra,1,common_words:von
gnd:1297254252,Related Subjects,Maßtheorie,1,umlaut/ß
gnd:1298776236,Related Subjects,Geometrische Maßtheorie,1,umlaut/ß
gnd:1299521789,Related Subjects,Differentialgleichung,1,suffix_patterns
gnd:130472364X,Related Subjects,Differentialgleichung,1,suffix_patterns
gnd:131903652X,Related Subjects,Differentialgleichung,1,suffix_patterns
gnd:4043664-0,Name,Optimierung,1,suffix_patterns
gnd:4161983-3,Related Subjects,Optimierung,1,suffix_patterns
gnd:4336788-4,Related Subjects,Standortplanung,1,suffix_patterns
gnd:4390818-4,Related Subjects,Optimierung,1,suffix_patterns
gnd:4437829-4,Related Subjects,Optimierung,1,suffix_patterns
gnd:4561568-8,Related Subjects,Kombinatorische Optimierung,1,suffix_patterns
gnd:4581079-5,Related Subjects,Jubiläum,1,umlaut/ß
gnd:4675097-6,Related Subjects,Wahrscheinlichkeitsrechnung,1,suffix_patterns
gnd:4690926-6,Related Subjects,Wahrscheinlichkeitsverteilung,1,suffix_patterns
gnd:4741589-7,Related Subjects,Risikomaß,1,umlaut/ß
gnd:4747317-4,Related Subjects,Wahrscheinlichkeitsverteilung,1,suffix_patterns
gnd:4806163-3,Related Subjects,Kombinatorische Optimierung,1,suffix_patterns
gnd:4806900-0,Related Subjects,Tourenplanung,1,suffix_patterns
gnd:4808936-9,Definition,"A measure-valued Markov process that plays an important role as a limit value of systems of branching Brownian particles or other interacting particle systems. (Mörters, TU Berlin)",2,umlaut/ß;common_words:an
gnd:4808936-9,Related Subjects,Brownsche Bewegung,1,suffix_patterns
gnd:4820176-5,Related Subjects,Optimierung,1,suffix_patterns
gnd:4842473-0,Definition,"Procedure for comparing models based on the maximum likelihood estimation method. Two models are compared in each case: an initial model, which generally contains several model parameters, and a comparison model in which restrictions are imposed on one or more of these parameters. The comparison is always used to check whether the unrestricted model is significantly ""better"" than the restricted model, i.e. has a better fit. If this is not the case, the restricted model is preferable because it is simpler (and yet not worse in terms of explanatory power). (ILMES - Internet-Lexikon der Methoden der empirischen Sozialforschung)",2,"common_words:an,der;suffix_patterns"
gnd:4842941-7,Alternate Name,Nadayara-Watson-Glätter,1,umlaut/ß
gnd:7719525-5,Related Subjects,Optimierung,1,suffix_patterns
gnd:7726867-2,Related Subjects,Kombinatorische Optimierung,1,suffix_patterns
gnd:7752811-6,Related Subjects,Optimierung,1,suffix_patterns
gnd:1098579690,Related Subjects,Forschung,1,suffix_patterns
gnd:117256728X,Related Subjects,Strömungsmechanik,1,umlaut/ß
gnd:117256860X,Related Subjects,Optimierung,1,suffix_patterns
gnd:128097995X,Related Subjects,Wahrscheinlichkeitsverteilung,1,suffix_patterns
gnd:1283264927,Related Subjects,Unsicherheit,1,suffix_patterns
gnd:1298806003,Related Subjects,Wahrscheinlichkeitsverteilung,1,suffix_patterns
gnd:4129594-8,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4129594-8,Related Subjects,Mustererkennung,1,suffix_patterns
gnd:4138444-1,Name,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4138444-1,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4143702-0,Related Subjects,Programmierung,1,suffix_patterns
gnd:4150634-0,Related Subjects,Visualisierung,1,suffix_patterns
gnd:4156717-1,Related Subjects,Geometrieverarbeitung,1,suffix_patterns
gnd:4170259-1,Related Subjects,Bürocomputer,1,umlaut/ß
gnd:4184280-7,Related Subjects,Programmierung,1,suffix_patterns
gnd:4205527-1,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:4207417-4,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4207669-9,Related Subjects,Programmierung,1,suffix_patterns
gnd:4209215-2,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4225115-1,Alternate Name,LAN-LAN-Kopplung,1,suffix_patterns
gnd:4225115-1,Alternate Name,LAN-WAN-Kopplung,1,suffix_patterns
gnd:4225115-1,Alternate Name,LAN-WAN-LAN-Kopplung,1,suffix_patterns
gnd:4233836-0,Related Subjects,Programmierung,1,suffix_patterns
gnd:4246591-6,Name,Transaktionsverarbeitung,1,suffix_patterns
gnd:4246591-6,Related Subjects,Dialogverarbeitung,1,suffix_patterns
gnd:4293226-9,Related Subjects,Gleichung,1,suffix_patterns
gnd:4343497-6,Related Subjects,Codierung,1,suffix_patterns
gnd:4366912-8,Name,Evolutionärer Algorithmus,1,umlaut/ß
gnd:4366915-3,Related Subjects,Evolutionärer Algorithmus,1,umlaut/ß
gnd:4386332-2,Related Subjects,Datensicherung,1,suffix_patterns
gnd:4389357-0,Related Subjects,Datenverwaltung,1,suffix_patterns
gnd:4500172-8,Related Subjects,Evolutionärer Algorithmus,1,umlaut/ß
gnd:4530310-1,Related Subjects,Geometrische Modellierung,1,suffix_patterns
gnd:4534450-4,Related Subjects,Kalkül,1,umlaut/ß
gnd:4560202-5,Related Subjects,Virtuelle Realität,1,umlaut/ß
gnd:4567206-4,Related Subjects,Programmierung,1,suffix_patterns
gnd:4582612-2,Related Subjects,Datenverarbeitung,1,suffix_patterns
gnd:4585129-3,Related Subjects,Tonträger,1,umlaut/ß
gnd:4613929-1,Related Subjects,Schriftzeichen,1,suffix_patterns
gnd:4613929-1,Related Subjects,Codierung,1,suffix_patterns
gnd:4615479-6,Name,Büchi vending machine,1,umlaut/ß
gnd:4625421-3,Related Subjects,Evolutionärer Algorithmus,1,umlaut/ß
gnd:4637784-0,Related Subjects,Prädikatenlogik,1,umlaut/ß
gnd:4638055-3,Related Subjects,"Zerlegung,Mathematik",1,suffix_patterns
gnd:4642064-2,Name,Subsymbolische Verarbeitung,1,suffix_patterns
gnd:4642064-2,Related Subjects,Informationsverarbeitung,1,suffix_patterns
gnd:4655318-6,Related Subjects,Evolutionärer Algorithmus,1,umlaut/ß
gnd:4682363-3,Name,Lindström-Quantor,1,umlaut/ß
gnd:4682363-3,Alternate Name,Lindström quantifies,1,umlaut/ß
gnd:4702113-5,Related Subjects,Visualisierung,1,suffix_patterns
gnd:4703428-2,Name,Verdeckungsrechnung,1,suffix_patterns
gnd:4703431-2,Related Subjects,Verdeckungsrechnung,1,suffix_patterns
gnd:4705801-8,Related Subjects,Transaktionsverarbeitung,1,suffix_patterns
gnd:4706627-1,Related Subjects,Computersicherheit,1,suffix_patterns
gnd:4715802-5,Related Subjects,Virtuelle Realität,1,umlaut/ß
gnd:4730045-0,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:4745838-0,Related Subjects,Komplexitätstheorie,1,umlaut/ß
gnd:4765536-7,Related Subjects,Visualisierung,1,suffix_patterns
gnd:4770569-3,Related Subjects,Künstliche Intelligenz,1,umlaut/ß
gnd:4778903-7,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4784343-3,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:4784343-3,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:4803556-7,Related Subjects,Codierung,1,suffix_patterns
gnd:4803948-2,Related Subjects,Informationssicherheit,1,suffix_patterns
gnd:4806620-5,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:4807395-7,Related Subjects,Programmierung,1,suffix_patterns
gnd:4808334-3,Related Subjects,Speicherverwaltung,1,suffix_patterns
